name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
Лазарева Наталья Наумовна,2024-06-06,475f6ec5-a0f8-4cfd-a712-402fc17463ba,F,19,Томский государственный университет (ТГУ),BACHELOR,Физика,3,4.9,110000,660000.0,6,website,0,2024-08-05,1,,2024-06-18,1,0.58
Лукия Оскаровна Тарасова,2024-08-03,0ad4a0bd-96ad-4b07-bc17-2ca15e5774b,F,23,Новосибирский государственный университет (НГУ),MASTER,Прикладная математика,2,4.7,210000,756000.0,4,website,1,,0,,2024-08-07,1,0.64
Сергеева Анжела Архиповна,2024-06-23,83f38016-91c9-4217-98d3-23e7cc7854e7,F,18,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Биотехнология,3,3.8,215000,1290000.0,8,social_media,0,2024-08-30,1,,2024-08-09,1,0.65
Большакова Кира Семеновна,2024-05-17,dcdac2ac-6a15-433a-97dd-b31dd09072e0,F,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,2,3.8,350000,1400000.0,8,social_media,0,2024-06-29,1,,2024-06-23,1,0.66
г-н Горбунов Ладимир Тимурович,2024-08-11,c65da0f0-9dd5-48fb-a4d9-f472a7909b9a,M,16,Сибирский федеральный университет (СФУ),SPECIALTY,Автоматизация и управление,1,4.0,110000,220000.0,2,website,0,2024-09-13,1,,2024-09-11,1,0.51
Михеев Аполлинарий Яковлевич,2024-05-31,d80b1566-32cd-46f1-bda8-f123e0c040c1,M,20,Казанский федеральный университет (КФУ),MASTER,Прикладная математика,2,4.0,240000,768000.0,4,bank,0,2024-08-12,1,,2024-07-23,1,0.72
Константинова Людмила Геннадьевна,2024-06-10,1a17fb79-3084-470a-a28a-0eb1b7fd9c47,F,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),SPECIALTY,Инженерия программного обеспечения,4,4.2,460000,4140000.0,12,social_media,0,2024-07-25,1,,2024-07-07,1,0.63
Дементьев Чеслав Чеславович,2024-07-10,443847c4-d02b-438b-9a82-63ccf46b8418,M,20,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Информатика и вычислительная техника,1,4.5,450000,1080000.0,4,bank,0,,0,,2024-08-02,1,0.73
Макар Эдгардович Цветков,2024-08-09,973b3848-7659-4d39-8efc-4e9b8a67a12,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,2,4.0,315000,945000.0,4,social_media,1,2024-09-09,1,,2024-09-06,1,0.61
Вячеслав Арсеньевич Сазонов,2024-05-06,d14ec32b-8474-49f3-8785-550c2013649c,M,17,Красноярский государственный университет (КГУ),BACHELOR,Информатика и вычислительная техника,4,4.0,210000,1680000.0,8,bank,0,2024-07-25,1,,2024-05-19,1,0.52
Жданова Ульяна Аскольдовна,2024-07-15,fc4a93e6-8d61-4a03-a86c-9f7f0137c6b,F,24,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Инженерия программного обеспечения,2,3.7,310000,930000.0,4,social_media,1,2024-08-09,1,,2024-07-15,1,0.62
Герасимова Зоя Ждановна,2024-05-26,651230f0-28eb-4518-94ad-aee8a11ee622,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,4.0,350000,1400000.0,8,social_media,0,2024-09-11,1,,2024-07-21,1,0.66
Зиновьев Азарий Игнатович,2024-06-07,4ebab729-e291-4063-b9a2-e644844f9fc,M,18,Казанский федеральный университет (КФУ),BACHELOR,Механика,2,3.1,135000,405000.0,4,bank,1,,0,,2024-06-07,1,0.55
Лукина Регина Геннадьевна,2024-06-14,b22d0d8b-4daa-43ab-94f1-9b1c36ead496,F,19,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Биотехнология,3,3.5,125000,0.0,8,social_media,0,,0,Плохая КИ,,0,0.82
Анжелика Георгиевна Наумова,2024-06-05,6d1194cc-3095-4337-89a9-2941cea3eb10,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,3,4.1,400000,2400000.0,8,bank,0,2024-09-07,1,,2024-07-09,1,0.72
Степанов Анатолий Артурович,2024-05-06,e110a5bc-f800-4bcd-a275-ce396b81cf75,M,17,Московский физико-технический институт (МФТИ),BACHELOR,Химия,2,4.0,210000,840000.0,4,social_media,0,2024-08-13,1,,2024-07-31,1,0.61
Тарас Валерианович Рогов,2024-05-01,2361d388-f519-45d4-99eb-7cf3f5fe955,M,16,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Автоматизация и управление,3,4.0,260000,1560000.0,8,social_media,1,2024-07-17,1,,2024-07-06,1,0.61
Надежда Богдановна Одинцова,2024-06-04,37e2dc80-4820-4786-906e-a0375eaa70c2,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Биотехнология,1,3.8,325000,780000.0,4,bank,0,2024-08-12,1,,2024-07-08,1,0.7
Любомир Германович Гришин,2024-05-11,dfef2976-8997-4605-aba3-91b3b12152d1,M,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,2,3.7,300000,1440000.0,8,bank,0,2024-07-01,1,,2024-06-13,1,0.69
Мартынова Нинель Вениаминовна,2024-05-13,a2c51034-01fe-43e7-aba5-ce7cd2eb328,F,22,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),MASTER,Прикладная математика,2,3.5,170000,680000.0,4,social_media,1,2024-08-24,1,,2024-06-15,1,0.72
Уварова Майя Рубеновна,2024-05-19,782e335f-b736-4577-8679-bbb6e87e520,F,23,Томский государственный университет (ТГУ),MASTER,Биотехнология,1,4.0,120000,0.0,4,social_media,1,,0,Некорректные данные,,0,0.89
Акулина Максимовна Блохина,2024-05-26,372d1769-9cfd-4fa4-aa55-61d21263b7ea,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,1,3.6,365000,876000.0,4,social_media,0,2024-08-22,1,,2024-06-28,1,0.51
Дарья Александровна Федосеева,2024-05-19,fb478b4e-fdb7-4e04-b1f4-f4bba1401296,F,19,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,1,4.0,250000,300000.0,2,bank,0,2024-07-22,1,,2024-07-12,1,0.68
Ярослав Гавриилович Терентьев,2024-07-14,d6bcb43a-b985-4afd-be33-9b3e31bb9f30,M,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Электроника и наноэлектроника,3,3.6,340000,2040000.0,8,social_media,0,2024-08-14,1,,2024-08-05,1,0.64
Константинов Борислав Ефремович,2024-06-05,88005ce8-06bb-4422-b2de-c3e208063f34,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,5.0,350000,1680000.0,8,bank,0,2024-09-14,1,,2024-08-14,1,0.69
Ефимов Елисей Александрович,2024-05-29,11093603-2a31-4714-a542-b782d8920b02,M,22,Казанский федеральный университет (КФУ),MASTER,Электроника и наноэлектроника,2,4.0,180000,0.0,4,social_media,0,,0,Плохая КИ,,0,0.88
Аксенова Анжела Владиславовна,2024-06-08,c05b0e9c-74a2-4ba9-b7a9-6b168bfb699e,F,16,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Электроника и наноэлектроника,3,4.1,300000,1800000.0,6,bank,0,2024-08-23,1,,2024-07-03,1,0.57
Януарий Даниилович Гордеев,2024-07-25,85430b31-5dc4-4e7c-b300-253620608e94,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Химия,2,4.0,360000,1728000.0,8,bank,0,,0,,2024-08-13,1,0.68
Поляков Юлиан Жоресович,2024-05-02,8a4d6115-c147-46e7-aa86-00f0f839040,M,16,Красноярский государственный университет (КГУ),BACHELOR,Биотехнология,1,3.1,185000,333000.0,2,social_media,1,2024-08-26,1,,2024-05-17,1,0.59
Ратмир Тарасович Гусев,2024-05-03,7cc8c01c-38e5-4e40-b10f-21078f4f46e,M,19,Красноярский государственный университет (КГУ),BACHELOR,Прикладная математика,4,3.0,210000,1512000.0,8,bank,1,,0,,2024-06-24,1,0.52
Ершов Роман Якубович,2024-05-20,0f156a98-4373-4377-8c2b-853bd76041b7,M,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Автоматизация и управление,2,3.4,320000,1536000.0,8,social_media,0,2024-08-20,1,,2024-08-19,1,0.62
Тимофеева Александра Рудольфовна,2024-05-07,6a507594-96f2-4be6-9bb3-29bd83a0ae7b,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Автоматизация и управление,2,3.4,270000,1296000.0,8,bank,0,,0,,2024-07-10,1,0.6
Оксана Аскольдовна Власова,2024-05-08,fbee1b22-95dd-4e9f-930f-064bf6e9d48f,F,16,Новосибирский государственный университет (НГУ),SPECIALTY,Прикладная математика,4,3.7,310000,2232000.0,8,bank,0,2024-07-01,1,,2024-05-16,1,0.55
Исаков Егор Богданович,2024-06-30,12808620-9aea-4278-a84f-8f89bb44dfd7,M,17,Сибирский федеральный университет (СФУ),SPECIALTY,Прикладная математика,3,4.8,190000,1026000.0,6,website,0,2024-08-06,1,,2024-07-27,1,0.65
